Name,Tm,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+,playerId
Scott Kingery,PHI,5,0,0.4,0,0,0,0,0,0,0,-0.695265777,-1.300747826,0,-100,17975
Ty France,SEA,434,0.07603687,0.16589862,0.45833333,0.28042328,0.36866359,0.41269841,0.781362,0.13227513,0.32441472,63.47125876,10.91541688,0.344824561,123.7937861,17982
Tyler Stephenson,CIN,259,0.10810811,0.21235521,0.50909091,0.28251121,0.37065637,0.41704036,0.78769673,0.13452915,0.34545455,38.01413276,6.650162608,0.345459788,110.5742072,17988
David Fletcher,LAA,456,0.03508772,0.10526316,0.33333333,0.23787529,0.26607539,0.28406467,0.55014006,0.04618938,0.26683938,27.82725364,-27.39270926,0.241821521,49.15893666,17992
Logan Webb,SFG,42,0.02380952,0.4047619,0.05882353,0.15789474,0.17948718,0.34210526,0.52159244,0.18421052,0.25,1.740246688,-3.345802526,0.218144035,35.95691265,17995
Triston McKenzie,CLE,2,0,0,0,0.5,0.5,0.5,1,0,0.5,0.449204824,0.207012005,0.439527661,182.9952409,18000
Paul DeJong,STL,312,0.08653846,0.23397436,0.36986301,0.20652174,0.29166667,0.40217391,0.69384058,0.19565217,0.22105263,34.36830565,-3.413774226,0.301202046,90.78866475,18015
Hoy Park,2 Tms,122,0.12295082,0.25409836,0.48387097,0.17307692,0.28099174,0.26923077,0.55022251,0.09615385,0.22222222,8.218710695,-6.555051308,0.249452095,54.13371779,18027
Harrison Bader,STL,326,0.07055215,0.21165644,0.33333333,0.27272727,0.33128834,0.45791246,0.7892008,0.18518519,0.31651376,44.51377241,5.036342797,0.333098573,111.5120944,18030
Jake Cronenworth,SDP,444,0.09459459,0.13288288,0.71186441,0.26478149,0.34168565,0.47300771,0.81469336,0.20822622,0.2721519,64.60152951,10.83472353,0.343920259,118.2005803,18036
Dylan Moore,SEA,219,0.08675799,0.35616438,0.24358974,0.16326531,0.24657534,0.31122449,0.55779983,0.14795918,0.2300885,14.32419108,-12.19592268,0.247118478,57.78837944,18042
Sam Haggerty,SEA,63,0.04761905,0.31746032,0.15,0.22413793,0.27419355,0.31034483,0.58453838,0.0862069,0.32432432,4.756329457,-2.872744364,0.259313661,66.02684329,18054
Kyle Garlick,MIN,44,0.09090909,0.29545455,0.30769231,0.175,0.25,0.3,0.55,0.125,0.23076923,2.79492216,-2.533319873,0.244838617,51.57295598,18063
Phil Maton,CLE,1,0,0,0,0,0,0,0,0,0,-0.139053155,-0.260149565,0,-100,18064
Garrett Stubbs,HOU,31,0.03225806,0.19354839,0.16666667,0.17857143,0.20689655,0.25,0.45689655,0.07142857,0.22727273,0.829865045,-2.92412366,0.200419847,24.10694733,18067
Austin Allen,OAK,5,0,0.4,0,0.4,0.4,1,1.4,0.6,0.5,1.692194938,1.086712889,0.577114785,279.9773649,18083
LaMonte Wade Jr.,SFG,339,0.09144543,0.22123894,0.41333333,0.26755853,0.34124629,0.51839465,0.85964094,0.25083612,0.29665072,54.5050471,13.45336416,0.362391753,129.6758129,18126
Ka'ai Tom,2 Tms,100,0.09,0.31,0.29032258,0.11904762,0.24,0.20238095,0.44238095,0.08333333,0.16666667,3.232667318,-8.876973667,0.206823403,27.59583454,18136
Patrick Mazeika,NYM,61,0.04918033,0.24590164,0.2,0.18518519,0.26229508,0.27777778,0.54007286,0.09259259,0.23076923,3.455971456,-3.930909545,0.23654049,50.96844444,18142
Seth Brown,OAK,281,0.07117438,0.29181495,0.24390244,0.22007722,0.27758007,0.4980695,0.77564957,0.27799228,0.23899371,36.010046,1.981954828,0.322951236,108.2770176,18171
Jarlin Garcia,SFG,1,0,1,0,0,0,0,0,0,0,-0.139053155,-0.260149565,0,-100,18282
Austin Dean,STL,15,0.13333333,0.26666667,0.5,0.25,0.33333333,0.58333333,0.91666666,0.33333333,0.25,2.473596823,0.657150675,0.367376904,133.7830011,18288
Brian Anderson,MIA,204,0.11764706,0.19117647,0.61538462,0.27840909,0.37745098,0.42613636,0.80358734,0.14772727,0.32824427,31.1123984,6.408730787,0.35239621,124.18195,18289
Carson Fulmer,CIN,1,0,0,0,0,0,0,0,0,0,-0.139053155,-0.260149565,0,-100,18311
Dansby Swanson,ATL,506,0.07905138,0.2687747,0.29411765,0.25164114,0.31485149,0.44420131,0.7590528,0.19256017,0.31147541,64.91075111,3.635967718,0.323111365,98.76688286,18314
Edwin Rios,LAD,48,0.14583333,0.3125,0.46666667,0.1025641,0.27083333,0.17948718,0.45032051,0.07692308,0.13043478,2.36833174,-3.444295933,0.227699279,41.76233084,18316
Josh Sborz,TEX,1,0,1,0,0,0,0,0,0,0,-0.139053155,-0.260149565,0,-100,18323
James Kaprielian,OAK,4,0,0.5,0,0.33333333,0.33333333,0.33333333,0.66666666,0,1,0.413535559,-0.070850081,0.29301844,88.05589822,18331
Alex Young,ARI,1,0,1,0,0,0,0,0,0,0,-0.139053155,-0.260149565,0,-100,18333
Kyle Tucker,HOU,365,0.10684932,0.17808219,0.6,0.29906542,0.37465565,0.54517134,0.91982699,0.24610592,0.32780083,65.58273449,21.38254489,0.385231219,148.9563874,18345
Brandon Waddell,STL,1,0,1,0,0,0,0,0,0,0,-0.139053155,-0.260149565,0,-100,18347
Daz Cameron,DET,72,0.09722222,0.33333333,0.29166667,0.20634921,0.30555556,0.38095238,0.68650794,0.17460317,0.27777778,8.042533175,-0.676408335,0.303071837,90.78110474,18353
Austin Riley,ATL,513,0.08382066,0.24561404,0.34126984,0.31208791,0.38011696,0.56043956,0.94055652,0.24835165,0.36842105,96.89279027,34.77033201,0.39634598,146.3480004,18360
Thomas Eshelman,BAL,1,0,0,0,0,0,0,0,0,0,-0.139053155,-0.260149565,0,-100,18361
Victor Robles,WSN,257,0.07392996,0.22568093,0.32758621,0.21428571,0.30039526,0.31696429,0.61735955,0.10267858,0.28313253,22.895211,-8.226566337,0.275737991,68.6338342,18363
Lewin Diaz,MIA,89,0.06741573,0.21348315,0.31578947,0.21686747,0.26966292,0.51807229,0.78773521,0.30120482,0.19298246,11.57641981,0.79883933,0.325274845,106.5609812,18365
Ryan Mountcastle,BAL,377,0.066313,0.28116711,0.23584906,0.24855491,0.30503979,0.46531792,0.77035771,0.21676301,0.2972973,49.67802428,4.024677759,0.327329304,105.6148041,18373
Connor Overton,PIT,1,0,0,0,1,1,1,2,0,1,0.58825798,0.46716157,0.879055321,463.1038796,18376
Travis Blankenhorn,2 Tms,22,0.04545455,0.27272727,0.16666667,0.19047619,0.22727273,0.42857143,0.65584416,0.23809524,0.21428571,1.955224763,-0.708896254,0.27548107,76.2684514,18395
Ronald Acuna Jr.,ATL,279,0.1218638,0.25448029,0.47887324,0.27777778,0.38351254,0.58547009,0.96898263,0.30769231,0.31756757,54.40100897,20.61511062,0.403731794,151.1466227,18401
Jose Urquidy,HOU,2,0,0.5,0,0.5,0.5,0.5,1,0,1,0.449204824,0.207012005,0.439527661,185.6363832,18413
P.J. Higgins,CHC,21,0.04761905,0.38095238,0.125,0.05,0.0952381,0.05,0.1452381,0,0.08333333,-1.620493991,-4.163518598,0.074798661,-61.41151253,18433
Chris Gittens,NYY,25,0.16,0.36,0.44444444,0.05,0.2,0.05,0.25,0,0.08333333,-0.459773202,-3.487183448,0.145836861,-14.50942321,18482
Kenta Maeda,MIN,4,0,0.25,0,0.33333333,0.33333333,0.33333333,0.66666666,0,0.5,0.413535559,-0.070850081,0.29301844,84.12086639,18498
Josh Rogers,WSN,6,0,0.33333333,0,0,0,0,0,0,0,-0.834318932,-1.560897392,0,-100,18510
Phil Bickford,LAD,2,0,0.5,0,0.5,0.5,0.5,1,0,1,0.449204824,0.207012005,0.439527661,179.3889313,18519
Dylan Cease,CHW,8,0,0.375,0,0.375,0.375,0.5,0.875,0.125,0.6,1.369508192,0.400736913,0.374969646,140.3632338,18525
Sam Hentges,CLE,1,0,1,0,0,0,0,0,0,0,-0.139053155,-0.260149565,0,-100,18548
Ali Sanchez,STL,3,0,0,0,0.33333333,0.33333333,0.66666667,1,0.33333334,0.33333333,0.610151698,0.246862469,0.413882176,163.9978499,18551
Logan Allen,CLE,1,0,1,0,0,0,0,0,0,0,-0.139053155,-0.260149565,0,-100,18555
Trent Grisham,SDP,389,0.09768638,0.23907455,0.40860215,0.23631124,0.31105398,0.40057637,0.71163035,0.16426513,0.29149798,44.65442488,-2.452078552,0.306807754,94.08828792,18564
Luis Arraez,MIN,365,0.08219178,0.07671233,1.07142857,0.30699088,0.36438356,0.39209726,0.75648082,0.08510638,0.32673267,48.78445245,4.584262855,0.329606481,108.8379409,18568
Ke'Bryan Hayes,PIT,276,0.08333333,0.23188406,0.359375,0.24701195,0.3115942,0.35458167,0.66617587,0.10756972,0.31147541,28.73927934,-4.683329776,0.293917587,82.93519595,18577
Jared Walsh,LAA,393,0.09923664,0.24936387,0.39795918,0.33333333,0.40458015,0.58908046,0.99366061,0.25574713,0.41630901,80.35069199,32.75980292,0.41517637,166.2689153,18607
A.J. Minter,ATL,1,0,1,0,0,0,0,0,0,0,-0.139053155,-0.260149565,0,-100,18655
Jake Woodford,STL,19,0,0.47368421,0,0.11764706,0.11764706,0.11764706,0.23529412,0,0.25,-1.016255651,-3.317087438,0.103418273,-37.71304036,18674
Freddy Peralta,MIL,33,0.03030303,0.48484848,0.0625,0.06451613,0.09375,0.06451613,0.15826613,0,0.13333333,-2.498479052,-6.494660578,0.0765571,-60.40657176,18679
Sandy Alcantara,MIA,46,0.04347826,0.67391304,0.06451613,0.02380952,0.08888889,0.02380952,0.11269841,0,0.09090909,-3.872328512,-9.442763365,0.066320464,-61.6837587,18684
Kolby Allard,TEX,2,0,0.5,0,0,0,0,0,0,0,-0.278106311,-0.520299131,0,-100,18694
Nick Neidert,MIA,11,0.09090909,0.45454545,0.2,0,0.09090909,0,0.09090909,0,0,-0.957273572,-2.289334081,0.062883323,-63.9168971,18699
Guillermo Heredia,ATL,247,0.09716599,0.25101215,0.38709677,0.2037037,0.30364372,0.32407407,0.62771779,0.12037037,0.26666667,22.47678336,-7.434029877,0.27804975,69.48998998,18721
Cody Poteet,MIA,10,0,0.3,0,0.11111111,0.11111111,0.11111111,0.22222222,0,0.16666667,-0.582408071,-1.793372169,0.097672813,-41.31388577,18769
Dillon Peters,PIT,2,0.5,0,1,0,1,0,1,0,0,0.866515963,0.624323144,0.691716552,341.3883771,18790
Ramon Urias,BAL,164,0.09756098,0.24390244,0.4,0.31468531,0.40243902,0.41958042,0.82201944,0.10489511,0.42574257,26.63349458,6.773683363,0.364346732,130.6219509,18795
Miguel Diaz,SDP,1,0,1,0,0,0,0,0,0,0,-0.139053155,-0.260149565,0,-100,18815
Andy Ibanez,TEX,175,0.06857143,0.14285714,0.48,0.2375,0.29310345,0.38125,0.67435345,0.14375,0.25757576,17.98172549,-3.21014623,0.292255582,84.67356737,18819
Josh Naylor,CLE,160,0.05625,0.15,0.375,0.28666667,0.33125,0.47333333,0.80458333,0.18666666,0.30833333,23.08202092,3.706595343,0.342426009,117.3981583,18839
Yohel Pozo,TEX,50,0.02,0.14,0.14285714,0.24489796,0.26,0.3877551,0.6477551,0.14285714,0.26829268,4.480225551,-1.574594942,0.27636417,73.93811421,18848
Pedro Avila,SDP,1,0,1,0,0,0,0,0,0,0,-0.139053155,-0.260149565,0,-100,18864
Jahmai Jones,BAL,44,0.02272727,0.38636364,0.05882353,0.16666667,0.20454545,0.19047619,0.39502164,0.02380952,0.28,0.442461402,-4.885780632,0.180218806,6.234213187,18872
Curtis Terry,TEX,31,0.06451613,0.35483871,0.18181818,0.10714286,0.19354839,0.17857143,0.37211982,0.07142857,0.17647059,0.213219048,-3.540769657,0.176377869,6.39230483,18881
Brandon Lowe,TBR,427,0.1264637,0.2412178,0.52427184,0.26997245,0.37470726,0.58126722,0.95597448,0.31129477,0.29613734,81.46652047,29.75835346,0.398658429,160.8797477,18882
Seby Zavala,CHW,74,0.01351351,0.37837838,0.03571429,0.20289855,0.21428571,0.4057971,0.62008281,0.20289855,0.27027027,5.658145703,-3.302988627,0.260478951,63.01897172,18887
Danny Mendick,CHW,106,0.10377358,0.20754717,0.5,0.21978022,0.31428571,0.30769231,0.62197802,0.08791209,0.27536232,9.96251069,-2.873708755,0.28165974,77.32766741,18889
Leody Taveras,TEX,128,0.0546875,0.296875,0.18421053,0.1512605,0.20472441,0.2605042,0.46522861,0.1092437,0.20253165,3.972047305,-11.52829316,0.205570793,26.11360271,18900
Estevan Florial,NYY,18,0.16666667,0.11111111,1.5,0.4,0.5,0.73333333,1.23333333,0.33333333,0.41666667,5.110681929,2.930946551,0.511229293,232.3316675,19151
Corey Ray,MIL,3,0.33333333,0.33333333,1,0,0.33333333,0,0.33333333,0,0,0.155151671,-0.208137559,0.230572184,39.65826485,19170
Tommy Nance,CHC,1,0,0,0,0,0,0,0,0,0,-0.139053155,-0.260149565,0,-100,19178
Zack Collins,CHW,172,0.15697674,0.27906977,0.5625,0.22222222,0.34883721,0.36111111,0.70994832,0.13888889,0.31182796,21.1950099,0.366427407,0.317001323,101.202696,19181
Will Smith,LAD,363,0.1184573,0.20661157,0.57333333,0.26962457,0.38292011,0.52901024,0.91193035,0.25938567,0.28708134,65.10888314,21.15088636,0.384850003,143.8644179,19197
Yuli Gurriel,HOU,397,0.0906801,0.12846348,0.70588235,0.31518625,0.37783375,0.4269341,0.80476785,0.11174785,0.34448161,59.72243726,11.64716254,0.34988538,125.0784832,19198
Dakota Hudson,STL,3,0,0.66666667,0,0.33333333,0.33333333,0.33333333,0.66666666,0,1,0.310151669,-0.053137561,0.29301844,85.4717105,19206
Mitch White,LAD,13,0.07692308,0.69230769,0.11111111,0,0.07692308,0,0.07692308,0,0,-1.235379883,-2.809633211,0.053208966,-71.60542638,19225
Caleb Baragar,SFG,1,0,1,0,0,0,0,0,0,0,-0.139053155,-0.260149565,0,-100,19231
Lourdes Gurriel Jr.,TOR,385,0.06233766,0.17922078,0.34782609,0.27887324,0.32552083,0.47605634,0.80157717,0.1971831,0.3040293,54.88475354,8.262635744,0.340365489,112.5247591,19238
Cole Irvin,OAK,3,0,0.33333333,0,0,0,0,0,0,0,-0.417159466,-0.780448696,0,-100,19244
Trent Giambrone,CHC,8,0,0.25,0,0,0,0,0,0,0,-1.112425243,-2.081196522,0,-100,19250
Pete Alonso,NYM,438,0.07762557,0.19178082,0.4047619,0.27295918,0.34474886,0.5,0.84474886,0.22704082,0.29757785,69.40350475,16.36327723,0.359580028,130.9082196,19251
Cavan Biggio,TOR,224,0.12946429,0.24107143,0.53703704,0.23157895,0.33183857,0.38947368,0.72131225,0.15789473,0.28030303,26.88053082,-0.245064986,0.313104154,94.10834708,19252
Jake Fraley,SEA,180,0.17777778,0.22777778,0.7804878,0.23076923,0.37430168,0.44055944,0.81486112,0.20979021,0.26041667,27.75719431,5.959840533,0.354444703,130.2926793,19260
Garrett Hampson,COL,335,0.05970149,0.27462687,0.2173913,0.21682848,0.26726727,0.33333333,0.6006006,0.11650485,0.28638498,25.40990712,-15.15739018,0.259740523,46.84532583,19262
Taylor Widener,ARI,15,0.06666667,0.66666667,0.1,0.07142857,0.13333333,0.07142857,0.2047619,0,0.25,-0.786175059,-2.602621207,0.104718125,-42.78949965,19266
Will Craig,PIT,46,0.06521739,0.2826087,0.23076923,0.20930233,0.26086957,0.3255814,0.58645097,0.11627907,0.27586207,3.399126983,-2.171307871,0.25737594,59.19379465,19267
Justin Dunn,SEA,2,0,0.5,0,0.5,0.5,1,1.5,0.5,1,0.749204854,0.507012034,0.620823264,310.2448862,19268
Jacob Webb,ATL,2,0,1,0,0,0,0,0,0,0,-0.278106311,-0.520299131,0,-100,19274
Vladimir Gutierrez,CIN,31,0.06451613,0.38709677,0.16666667,0.04545455,0.125,0.04545455,0.17045455,0,0.1,-1.892733831,-5.646722536,0.094270351,-52.62558695,19278
Adolis Garcia,TEX,409,0.05867971,0.29828851,0.19672131,0.24867725,0.29828851,0.46560847,0.76389698,0.21693122,0.30672269,52.84882565,3.320394019,0.324238559,106.2796881,19287
Randy Arozarena,TBR,371,0.08086253,0.29380054,0.27522936,0.25688073,0.33692722,0.41284404,0.74977126,0.15596331,0.3507109,48.54113684,3.614368785,0.326201279,111.9312737,19290
Zac Gallen,ARI,24,0,0.45833333,0,0.15,0.15,0.2,0.35,0.05,0.33333333,-0.358955608,-3.265269445,0.149987859,-13.37739025,19291
Nick Senzel,CIN,104,0.10576923,0.125,0.84615385,0.23655914,0.31730769,0.30107527,0.61838296,0.06451613,0.26582278,9.667577852,-2.926448773,0.280416693,68.31518565,19293
Nick Solak,TEX,353,0.06232295,0.22096317,0.28205128,0.23197492,0.2962963,0.35736677,0.65366307,0.12539185,0.28085106,34.78247618,-7.964556502,0.287156595,81.22894344,19294
Trevor Richards,MIL,1,1,0,1,0,1,0,1,0,0,0.433257982,0.312161572,0.691716552,339.2674628,19309
Cal Quantrill,CLE,2,0,0,0,0.5,0.5,0.5,1,0,0.5,0.449204824,0.207012005,0.439527661,182.9952409,19312
Donovan Walton,SEA,53,0.0754717,0.24528302,0.30769231,0.21276596,0.2745098,0.31914894,0.59365874,0.10638298,0.27272727,4.129306259,-2.288803464,0.262231488,67.99798292,19314
Eric Lauer,MIL,27,0.03703704,0.40740741,0.09090909,0.19047619,0.25,0.33333333,0.58333333,0.14285714,0.3,1.88373321,-1.385869856,0.2523889,53.83276013,19316
Matt Thaiss,LAA,5,0,0.2,0,0,0,0,0,0,0,-0.695265777,-1.300747826,0,-100,19318
Joey Lucchesi,NYM,10,0.1,0.6,0.16666667,0,0.1,0,0.1,0,0,-0.818220417,-2.029184516,0.069171655,-57.77243148,19320
Bryan Reynolds,PIT,455,0.11428571,0.16703297,0.68421053,0.29262087,0.38461538,0.52671756,0.91133294,0.23409669,0.31772575,81.68841715,26.58955066,0.385057487,142.1495209,19326
Jose Rojas,LAA,140,0.07142857,0.27857143,0.25641026,0.2,0.25714286,0.36923077,0.62637363,0.16923077,0.25287356,11.8971132,-5.056384178,0.270774065,68.71784599,19331
Yadiel Hernandez,WSN,203,0.07881773,0.1773399,0.44444444,0.26086957,0.32019704,0.36956522,0.68976226,0.10869565,0.29655172,22.27811204,-2.304459157,0.300705983,84.85573908,19334
Nicky Lopez,KCR,424,0.09433962,0.12735849,0.74074074,0.30376344,0.375,0.38172043,0.75672043,0.07795699,0.35220126,58.74567222,7.400794442,0.335522857,110.9634112,19339
Eli White,TEX,133,0.06015038,0.32330827,0.18604651,0.20325203,0.26315789,0.37398374,0.63714163,0.17073171,0.26666667,11.89601237,-4.209810146,0.276169811,73.80681433,19346
DJ Peters,2 Tms,150,0.04,0.34,0.11764706,0.22535211,0.26,0.5,0.76,0.27464789,0.26829268,18.16881223,0.004350756,0.311623401,99.21014131,19348
Sean Murphy,OAK,306,0.09150327,0.24836601,0.36842105,0.2267658,0.31699346,0.43122677,0.74822023,0.20446097,0.26923077,39.51297644,2.457475029,0.324132974,109.0753414,19352
Luke Raley,LAD,55,0.03636364,0.4,0.09090909,0.24,0.30909091,0.38,0.68909091,0.14,0.38461538,5.855243643,-0.805058899,0.296735103,86.61546054,19354
Corbin Burnes,MIL,40,0.025,0.45,0.05555556,0.16216216,0.18421053,0.16216216,0.34637269,0,0.31578947,-0.366149429,-5.210005824,0.157001276,-8.141344824,19361
Keegan Akin,BAL,2,0,1,0,0,0,0,0,0,0,-0.278106311,-0.520299131,0,-100,19362
Austin Hays,BAL,315,0.05714286,0.23492063,0.24324324,0.22068966,0.28253968,0.4,0.68253968,0.17931034,0.25853659,33.13017031,-5.01519879,0.295183417,83.89862927,19363
Walker Buehler,LAD,57,0.0877193,0.52631579,0.16666667,0.06666667,0.16,0.06666667,0.22666667,0,0.2,-2.176452295,-9.078947657,0.121914974,-26.96658079,19374
Tony Gonsolin,LAD,14,0.07142857,0.35714286,0.2,0.25,0.30769231,0.33333333,0.64102564,0.08333333,0.42857143,1.342442286,-0.352907452,0.283959517,78.31505951,19388
Zach McKinstry,LAD,119,0.05042017,0.29411765,0.17142857,0.21100917,0.25423729,0.42201835,0.67625564,0.21100918,0.24285714,11.54511027,-2.865362503,0.285324067,79.20161845,19392
Dane Dunning,TEX,4,0,0.25,0,0.33333333,0.33333333,0.33333333,0.66666666,0,0.5,0.413535559,-0.070850081,0.29301844,85.18891699,19409
Shane Bieber,CLE,4,0,0.75,0,0,0,0,0,0,0,-0.556212622,-1.040598261,0,-100,19427
Yonny Hernandez,TEX,119,0.11764706,0.21848739,0.53846154,0.23232323,0.34745763,0.27272727,0.6201849,0.04040404,0.31081081,12.02251384,-2.387958929,0.290172871,83.26659103,19432
Patrick Sandoval,LAA,3,0,0.33333333,0,0.33333333,0.33333333,0.33333333,0.66666666,0,0.5,0.310151669,-0.053137561,0.29301844,83.74504816,19447
Jake Rogers,DET,79,0.10126582,0.41772152,0.24242424,0.22857143,0.30769231,0.42857143,0.73626374,0.2,0.38235294,9.76139853,0.194782151,0.317406464,100.4648715,19452
Michael Rucker,CHC,1,0,1,0,0,0,0,0,0,0,-0.139053155,-0.260149565,0,-100,19454
Tommy Edman,STL,534,0.05617978,0.13857678,0.40540541,0.26060606,0.30769231,0.35757576,0.66526807,0.0969697,0.29594272,54.13739114,-10.52809173,0.290597531,83.89882631,19470
Alex De Goti,HOU,2,0.5,0,1,0,0.5,0,0.5,0,0,0.294204826,0.052012007,0.345858276,122.3579706,19477
Aaron Civale,CLE,2,0.5,0.5,1,0,0.5,0,0.5,0,0,0.294204826,0.052012007,0.345858276,119.7168283,19479
Kyle Lewis,SEA,112,0.125,0.28571429,0.4375,0.24742268,0.34821429,0.40206186,0.75027615,0.15463918,0.32786885,15.12253475,1.559736848,0.331258202,114.6290239,19508
Andrew Knizner,STL,136,0.125,0.18382353,0.68,0.20689655,0.32352941,0.28448276,0.60801217,0.07758621,0.25555556,12.1098698,-4.359241941,0.275685701,74.2104905,19514
Andrew Young,ARI,56,0.08928571,0.48214286,0.18518519,0.14583333,0.25,0.3125,0.5625,0.16666667,0.25,3.826056132,-2.95534282,0.250641856,52.01831986,19521
TJ Friedl,CIN,30,0.13333333,0.06666667,2,0.28,0.36666667,0.4,0.76666667,0.12,0.26086957,4.141666277,0.508773981,0.334923891,103.7289501,19522
Jacob Robson,DET,7,0,0.57142857,0,0,0,0,0,0,0,-0.973372088,-1.821046957,0,-100,19528
Taylor Jones,HOU,76,0.03947368,0.25,0.15789474,0.19444444,0.22368421,0.34722222,0.57090643,0.15277778,0.23076923,4.666926433,-4.536400716,0.24228352,52.3879781,19533
Ryan Hendrix,CIN,1,0,0,0,0,0,0,0,0,0,-0.139053155,-0.260149565,0,-100,19535
Jon Duplantier,ARI,1,0,1,0,0,0,0,0,0,0,-0.139053155,-0.260149565,0,-100,19546
JD Hammer,PHI,1,0,1,0,0,0,0,0,0,0,-0.139053155,-0.260149565,0,-100,19548
Jaylin Davis,SFG,3,0,0,0,0.33333333,0.33333333,0.66666667,1,0.33333334,0.33333333,0.610151698,0.246862469,0.413882176,163.1295545,19552
Yordan Alvarez,HOU,369,0.08672087,0.24932249,0.34782609,0.27409639,0.34417344,0.53012048,0.87429392,0.25602409,0.32126697,60.90001754,16.2154423,0.367539155,137.0045022,19556
Zack Short,DET,103,0.09708738,0.36893204,0.26315789,0.14606742,0.22330097,0.26966292,0.49296389,0.1235955,0.19230769,4.254196514,-8.218733701,0.217985019,33.30065075,19562
Nathaniel Lowe,TEX,435,0.13103448,0.24597701,0.53271028,0.25737265,0.35632184,0.42359249,0.77991433,0.16621984,0.32156863,61.56638996,8.889451676,0.339125584,116.3366271,19566
Nick Heath,ARI,30,0.1,0.36666667,0.27272727,0.18518519,0.26666667,0.22222222,0.48888889,0.03703703,0.3125,1.084796351,-2.548095945,0.211768997,26.76231149,19577
Chas McCormick,HOU,230,0.06956522,0.33043478,0.21052632,0.26213592,0.3173913,0.42718447,0.74457577,0.16504855,0.35714286,28.73703334,0.884859072,0.319076337,104.2654148,19599
Bryan De La Cruz,MIA,164,0.07317073,0.25609756,0.28571429,0.28,0.33536585,0.39333333,0.72869918,0.11333333,0.36792453,20.03481587,0.175004652,0.315716191,100.3506468,19600
Otto Lopez,TOR,1,0,1,0,0,0,0,0,0,0,-0.139053155,-0.260149565,0,-100,19608
Keibert Ruiz,2 Tms,66,0.06060606,0.13636364,0.44444444,0.23333333,0.3030303,0.43333333,0.73636363,0.2,0.22916667,8.187229861,0.19486681,0.317994987,96.4830555,19610
Vladimir Guerrero Jr.,TOR,525,0.11238095,0.16380952,0.68604651,0.31659389,0.4,0.62008734,1.02008734,0.30349345,0.32047478,111.1415363,47.56592115,0.423931106,168.9775652,19611
Bo Bichette,TOR,526,0.04942966,0.20722433,0.23853211,0.28571429,0.3269962,0.46326531,0.79026151,0.17755102,0.32692308,73.90516346,10.20845187,0.337883325,110.8479314,19612
Cionel Perez,CIN,2,0,0,0,0,0,0,0,0,0,-0.278106311,-0.520299131,0,-100,19614
Luis Barrera,OAK,7,0,0.14285714,0,0.28571429,0.28571429,0.28571429,0.57142858,0,0.33333333,0.481250182,-0.366424687,0.251158663,59.77749902,19615
Brent Rooker,MIN,137,0.06569343,0.35036496,0.1875,0.19512195,0.27737226,0.40650407,0.68387633,0.21138212,0.25,14.57241008,-2.017798066,0.296625095,86.55734429,19627
Sheldon Neuse,LAD,24,0,0.33333333,0,0.33333333,0.33333333,0.625,0.95833333,0.29166667,0.42857143,4.646890271,1.740576434,0.402081681,155.0599776,19635
Daniel Johnson,CLE,74,0.05405405,0.35135135,0.15384615,0.21428571,0.25675676,0.34285714,0.5996139,0.12857143,0.29268293,5.70749341,-3.25364092,0.261284944,62.58326004,19643
Kyle Wright,ATL,3,0,0.33333333,0,0.33333333,0.33333333,0.66666667,1,0.33333334,0.5,0.610151698,0.246862469,0.413882176,157.7414076,19665
Zach Reks,LAD,7,0,0.85714286,0,0,0,0,0,0,0,-0.973372088,-1.821046957,0,-100,19667
Mike Brosseau,TBR,60,0.03333333,0.38333333,0.08695652,0.10714286,0.16666667,0.21428571,0.38095238,0.10714285,0.15625,0.192760548,-7.073024043,0.171947781,7.725225078,19683
Edward Olivares,KCR,63,0.03174603,0.14285714,0.22222222,0.26315789,0.30645161,0.50877193,0.81522354,0.24561404,0.24444444,9.103469271,1.47439545,0.342712313,115.8202528,19698
Fernando Tatis Jr.,SDP,412,0.1092233,0.28398058,0.38461538,0.28176796,0.36165049,0.6160221,0.97767259,0.33425414,0.32093023,80.51462612,30.62290525,0.404261364,157.4046804,19709
Ronnie Dawson,HOU,6,0.16666667,0,1,0.2,0.33333333,0.2,0.53333333,0,0.2,0.46530334,-0.261275119,0.261795312,65.56918178,19710
Patrick Murphy,WSN,1,0,1,0,0,0,0,0,0,0,-0.139053155,-0.260149565,0,-100,19712
Dustin May,LAD,4,0,0.75,0,0,0,0,0,0,0,-0.556212622,-1.040598261,0,-100,19716
Josh Rojas,ARI,402,0.10696517,0.23880597,0.44791667,0.25988701,0.3375,0.40677966,0.74427966,0.14689265,0.33464567,51.59237061,2.911613851,0.323180395,99.14719081,19734
Anthony Bender,MIA,1,0,1,0,0,0,0,0,0,0,-0.139053155,-0.260149565,0,-100,19742
Reiver Sanmartin,CIN,5,0,0.8,0,0,0,0,0,0,0,-0.695265777,-1.300747826,0,-100,19754
Shohei Ohtani,LAA,415,0.17590361,0.28915663,0.60833333,0.25368732,0.38795181,0.56637168,0.95432349,0.31268436,0.30208333,76.718602,26.46359191,0.391498458,150.2732871,19755
Seth Elledge,STL,2,0,0,0,0,0,0,0,0,0,-0.278106311,-0.520299131,0,-100,19766
Keegan Thompson,CHC,5,0,0.4,0,0.2,0.2,0.2,0.4,0,0.33333333,0.032045358,-0.573436691,0.175811064,4.217057054,19795
